id,last_updated,name,type,wait_time,image_url,boarding_group,price,return_time,park_id
5a43d1a7-ad53-4d25-abfe-25625f0da304,2023-07-23 21:03:58.979036+00,TRON Lightcycle / Run – New!,ATTRACTION,,,,,,75ea578a-adc8-4116-a54d-dccb60765ef9
